title,date,paragraph,source,title_tokens,paragraph_tokens,full_text,full_text_tokens
熬過龍龍紛爭！老K復出：不會被限制,,"2022-02-21 19:12 聯合報 記者林士傑／即時報導
融合脫口秀、嘻哈音樂的「造音少年3！音樂脫口秀」由倪重華團隊一手打造，表演陣容包含台灣街舞運動推廣元老陳柏均、脫口秀演員老K、「台版朴寶劍」DJ孫麥傑，以及嘻哈團體「高級玩家」，倪重華表示：「近年我很關注台灣脫口秀，感覺喜劇類型的表演是台灣內容的下個重點項目，很期待這樣多重文化所撞擊出來的火花！。」
老K去年和龍龍發生紛爭，爾後退出薩泰爾沉寂至今，他說：「確實事件過後有刻意停止一段時間的公開演出，倒不是因為掙扎或被打擊，而是不希望任何演出因為這件事被模糊焦點，所以才空白了一段時間。」他也表示：「基本上對我來說，這件事並不會改變我任何的表演風格或給我帶來限制。」身為街舞團體H.R.C.創辦人的陳柏均去年獲得總統文化獎，也是將霹靂舞推向2024奧運的首位亞洲舞者，讓倪重華十分推崇。
「高級玩家」由RedColorG、小Q、JCat、Lambo組成，是倪重華一手栽培的嘻哈團體，團員非常興奮可以受邀演出，也盡全力準備精彩樂曲「Got The One」、「Primo」、「玩得超瘋」、「過了又一年」等等，「造音少年3！音樂脫口秀」於24日在台北「Pipe Live Music」登場。
噓！留言",udn.com,熬過 龍龍 紛爭 ！ 老 K 復出 ： 不 會 被 限制,"2022 - 02 - 21 19 : 12  聯合 報   記者 林士傑 ／ 即時 報導 
 融合 脫口秀 、 嘻 哈 音樂 的 「 造 音少 年 3 ！ 音樂 脫口秀 」 由 倪重華 團隊 一手 打造 ， 表演 陣容 包含 台灣 街舞 運動 推廣 元 老 陳柏均 、 脫口秀 演員 老 K 、 「 台版朴寶劍 」 DJ 孫麥傑 ， 以及 嘻 哈 團體 「 高級玩家 」 ， 倪重華 表示 ： 「 近年 我 很 關注 台灣 脫口秀 ， 感覺 喜劇 類型 的 表演 是 台灣 內容 的 下 個 重 點項目 ， 很 期待 這樣 多重 文化 所 撞擊 出來 的 火花 ！ 。 」 
 老 K 去年 和 龍龍 發生 紛爭 ， 爾後 退出 薩泰 爾沉 寂 至今 ， 他 說 ： 「 確實 事件 過 後 有 刻意 停止 一段 時間 的 公開 演出 ， 倒 不 是 因為 掙扎 或 被 打擊 ， 而 是 不 希望 任何 演出 因為 這件 事 被 模糊 焦點 ， 所以 才 空 白 了 一段 時間 。 」 他 也 表示 ： 「 基本 上 對 我 來 說 ， 這件 事 並 不 會 改變 我 任何 的 表演 風格 或 給 我 帶來 限制 。 」 身為 街舞團 體 H . R . C . 創辦人 的 陳柏均 去年 獲得 總統 文化獎 ， 也 是 將 霹靂舞 推 向 2024 奧運 的 首位 亞洲 舞者 ， 讓 倪重華 十分 推崇 。 
 「 高級玩家 」 由 RedColorG 、 小 Q 、 JCat 、 Lambo 組成 ， 是 倪重華 一手 栽培 的 嘻 哈 團體 ， 團員 非常 興奮 可以 受邀 演出 ， 也 盡 全 力 準備 精彩樂曲 「 Got   The   One 」 、 「 Primo 」 、 「 玩 得 超瘋 」 、 「 過了 又 一年 」 等等 ， 「 造 音少 年 3 ！ 音樂 脫口秀 」 於 24日 在 台北 「 Pipe   Live   Music 」 登場 。 
 噓 ！ 留言","熬過龍龍紛爭！老K復出：不會被限制 2022-02-21 19:12 聯合報 記者林士傑／即時報導
融合脫口秀、嘻哈音樂的「造音少年3！音樂脫口秀」由倪重華團隊一手打造，表演陣容包含台灣街舞運動推廣元老陳柏均、脫口秀演員老K、「台版朴寶劍」DJ孫麥傑，以及嘻哈團體「高級玩家」，倪重華表示：「近年我很關注台灣脫口秀，感覺喜劇類型的表演是台灣內容的下個重點項目，很期待這樣多重文化所撞擊出來的火花！。」
老K去年和龍龍發生紛爭，爾後退出薩泰爾沉寂至今，他說：「確實事件過後有刻意停止一段時間的公開演出，倒不是因為掙扎或被打擊，而是不希望任何演出因為這件事被模糊焦點，所以才空白了一段時間。」他也表示：「基本上對我來說，這件事並不會改變我任何的表演風格或給我帶來限制。」身為街舞團體H.R.C.創辦人的陳柏均去年獲得總統文化獎，也是將霹靂舞推向2024奧運的首位亞洲舞者，讓倪重華十分推崇。
「高級玩家」由RedColorG、小Q、JCat、Lambo組成，是倪重華一手栽培的嘻哈團體，團員非常興奮可以受邀演出，也盡全力準備精彩樂曲「Got The One」、「Primo」、「玩得超瘋」、「過了又一年」等等，「造音少年3！音樂脫口秀」於24日在台北「Pipe Live Music」登場。
噓！留言","熬過 龍龍 紛爭 ！ 老 K 復出 ： 不 會 被 限制 2022 - 02 - 21 19 : 12  聯合 報   記者 林士傑 ／ 即時 報導 
 融合 脫口秀 、 嘻 哈 音樂 的 「 造 音少 年 3 ！ 音樂 脫口秀 」 由 倪重華 團隊 一手 打造 ， 表演 陣容 包含 台灣 街舞 運動 推廣 元 老 陳柏均 、 脫口秀 演員 老 K 、 「 台版朴寶劍 」 DJ 孫麥傑 ， 以及 嘻 哈 團體 「 高級玩家 」 ， 倪重華 表示 ： 「 近年 我 很 關注 台灣 脫口秀 ， 感覺 喜劇 類型 的 表演 是 台灣 內容 的 下 個 重 點項目 ， 很 期待 這樣 多重 文化 所 撞擊 出來 的 火花 ！ 。 」 
 老 K 去年 和 龍龍 發生 紛爭 ， 爾後 退出 薩泰 爾沉 寂 至今 ， 他 說 ： 「 確實 事件 過 後 有 刻意 停止 一段 時間 的 公開 演出 ， 倒 不 是 因為 掙扎 或 被 打擊 ， 而 是 不 希望 任何 演出 因為 這件 事 被 模糊 焦點 ， 所以 才 空 白 了 一段 時間 。 」 他 也 表示 ： 「 基本 上 對 我 來 說 ， 這件 事 並 不 會 改變 我 任何 的 表演 風格 或 給 我 帶來 限制 。 」 身為 街舞團 體 H . R . C . 創辦人 的 陳柏均 去年 獲得 總統 文化獎 ， 也 是 將 霹靂舞 推 向 2024 奧運 的 首位 亞洲 舞者 ， 讓 倪重華 十分 推崇 。 
 「 高級玩家 」 由 RedColorG 、 小 Q 、 JCat 、 Lambo 組成 ， 是 倪重華 一手 栽培 的 嘻 哈 團體 ， 團員 非常 興奮 可以 受邀 演出 ， 也 盡 全 力 準備 精彩樂曲 「 Got   The   One 」 、 「 Primo 」 、 「 玩 得 超瘋 」 、 「 過了 又 一年 」 等等 ， 「 造 音少 年 3 ！ 音樂 脫口秀 」 於 24日 在 台北 「 Pipe   Live   Music 」 登場 。 
 噓 ！ 留言"
白冰冰批地獄梗玩笑！老K再道歉解釋：不會因此限制未來創作,,"2021-10-20 10:49 噓！星聞 綜合報導
脫口秀女星「龍龍」自爆遭「炎上BURN」班底老K言語霸凌，而老K近來也被起底曾消費白冰冰女兒命案，當作地獄梗來開玩笑。白冰冰得知此事後則譴責老K「踏著無辜往生者的血跡衝向自己的網紅路，這是不智的」。昨（19日）老K再次談起此事，則透露自己對這件事與地獄梗的看法。
老K解釋，那是一個長達8分鐘的諧音段子，「那是最後的一個笑話，有一點地獄可是它其實也是一個諧音笑話，就是我根本沒有要拿這件事炒作，我如果要是炒作我早就就把它放在最前面，或者是我標題根本就可以下這個，可是這個明明是你要看到最後才會看到的東西」。
老K接著強調，「我的創作過程中我不喜歡這個東西太地獄或是因為這個東西太色而不講，但並不代表說我只能講這個或是我專門講這個東西，我只是不去限制這個東西，那一個笑話好不好笑我覺得這個東西是很主觀的啊，就是一定有人喜歡一定有人不喜歡」。他透露其實上週直播時已有向白冰冰致歉，「因為我覺得，如果當事人都已經提出他不開心或者是不喜歡，覺得這個東西傷害到他，那我覺得這個道歉是沒有什麼問題的，只是說講真的，我也不會因此去限制我未來的創作」。
老K也透露對於龍K之戰、地獄梗的態度，「這是我的笑話或這是我對這個藝術的選擇，但我從來沒有阻止任何人去公評這件事情，你們去覺得說我講這些話是錯的，我覺得也沒有關係，可是你沒有理由去說我不能講這個話，講這個話是我的自由，但是我講出來你要罵我或是你要因此而去攻擊我、你要對我這個人有很差的評價，我覺得我都接受，這是每個人的選擇」。
日前白冰冰得知女兒被消費的事情，坦言朋友告訴她這件事情時，「說不震驚、不難過是假的」，她那悶地表示不懂老K「腦子裡到底都存在什麼樣的想法，也許他懷抱著現代進行式的自以為是酷、帥，不擔心他的趣味是建築在別人的痛苦上」。最後，她隔空向對方喊話：「只能勸告他，踏著無辜往生者的血跡，衝向自己的網紅路，這是不智的，若不想修正，未來也請勿再傷害到任何他人。」
噓！留言",udn.com,白冰冰 批 地獄 梗玩笑 ！ 老 K 再 道歉 解釋 ： 不 會 因此 限制 未來 創作,"2021 - 10 - 20 10 : 49  噓 ！ 星 聞   綜合 報導 
 脫口秀 女星 「 龍龍 」 自爆 遭 「 炎 上 BURN 」 班 底 老 K 言語 霸凌 ， 而 老 K 近來 也 被 起底 曾 消費 白冰冰 女兒 命案 ， 當 作 地獄梗 來 開玩笑 。 白冰冰 得知 此 事後 則 譴責 老 K 「 踏著 無辜 往生者 的 血跡 衝 向 自己 的 網紅 路 ， 這 是 不 智 的 」 。 昨 （ 19日 ） 老 K 再次 談起 此事 ， 則 透露 自己 對 這件 事 與 地獄梗 的 看法 。 
 老 K 解釋 ， 那 是 一個 長達 8分鐘 的 諧音 段子 ， 「 那 是 最後 的 一個 笑話 ， 有 一點 地獄可 是 它 其實 也 是 一個 諧音 笑話 ， 就是 我 根本 沒有 要 拿 這件 事 炒作 ， 我 如果 要 是 炒作 我 早 就 就 把 它 放 在 最 前面 ， 或者 是 我 標題 根本 就 可以 下 這個 ， 可是 這個 明明 是 你 要 看到 最後 才 會 看到 的 東西 」 。 
 老 K 接著 強調 ， 「 我 的 創作 過程 中 我 不 喜歡 這個 東西 太 地獄 或 是 因為 這個 東西 太 色 而 不 講 ， 但 並 不 代表 說 我 只 能 講 這個 或 是 我 專門 講 這個 東西 ， 我 只 是 不 去 限制 這個 東西 ， 那一個 笑話 好 不 好 笑 我 覺得 這個 東西 是 很主觀 的 啊 ， 就是 一定 有 人 喜歡 一定 有 人 不 喜歡 」 。 他 透露 其實 上週 直播 時 已 有 向白冰 冰 致歉 ， 「 因為 我 覺得 ， 如果 當事人 都 已經 提出 他 不 開心 或者 是 不 喜歡 ， 覺得 這個 東西 傷害 到 他 ， 那 我 覺得 這個 道歉 是 沒有 什麼 問題 的 ， 只 是 說 講真 的 ， 我 也 不 會 因此 去 限制 我 未來 的 創作 」 。 
 老 K 也 透露 對於 龍 K 之 戰 、 地獄梗 的 態度 ， 「 這 是 我 的 笑話 或 這 是 我 對 這個 藝術 的 選擇 ， 但 我 從來 沒有 阻止 任何 人 去 公評 這件 事情 ， 你們 去 覺得 說 我 講 這些 話 是 錯 的 ， 我 覺得 也 沒有 關係 ， 可是 你 沒有 理 由 去 說 我 不 能 講 這個 話 ， 講 這個 話 是 我 的 自由 ， 但是 我 講出來 你 要 罵 我 或 是 你 要 因此 而 去 攻擊 我 、 你 要 對 我 這個 人 有 很差 的 評價 ， 我 覺得 我 都 接受 ， 這 是 每個 人 的 選擇 」 。 
 日前 白冰冰 得知 女兒 被 消費 的 事情 ， 坦言 朋友 告訴 她 這件 事情 時 ， 「 說 不 震驚 、 不 難 過 是 假 的 」 ， 她 那 悶地 表示 不 懂老 K 「 腦子 裡 到底 都 存在 什麼樣 的 想法 ， 也許 他 懷抱著 現代 進行式 的 自以為是 酷 、 帥 ， 不 擔心 他 的 趣味 是 建築 在 別人 的 痛苦 上 」 。 最後 ， 她 隔空 向 對方 喊話 ： 「 只 能 勸告 他 ， 踏著 無辜 往生者 的 血跡 ， 衝 向 自己 的 網紅 路 ， 這 是 不 智 的 ， 若 不 想 修正 ， 未來 也 請 勿 再 傷害 到 任何 他人 。 」 
 噓 ！ 留言","白冰冰批地獄梗玩笑！老K再道歉解釋：不會因此限制未來創作 2021-10-20 10:49 噓！星聞 綜合報導
脫口秀女星「龍龍」自爆遭「炎上BURN」班底老K言語霸凌，而老K近來也被起底曾消費白冰冰女兒命案，當作地獄梗來開玩笑。白冰冰得知此事後則譴責老K「踏著無辜往生者的血跡衝向自己的網紅路，這是不智的」。昨（19日）老K再次談起此事，則透露自己對這件事與地獄梗的看法。
老K解釋，那是一個長達8分鐘的諧音段子，「那是最後的一個笑話，有一點地獄可是它其實也是一個諧音笑話，就是我根本沒有要拿這件事炒作，我如果要是炒作我早就就把它放在最前面，或者是我標題根本就可以下這個，可是這個明明是你要看到最後才會看到的東西」。
老K接著強調，「我的創作過程中我不喜歡這個東西太地獄或是因為這個東西太色而不講，但並不代表說我只能講這個或是我專門講這個東西，我只是不去限制這個東西，那一個笑話好不好笑我覺得這個東西是很主觀的啊，就是一定有人喜歡一定有人不喜歡」。他透露其實上週直播時已有向白冰冰致歉，「因為我覺得，如果當事人都已經提出他不開心或者是不喜歡，覺得這個東西傷害到他，那我覺得這個道歉是沒有什麼問題的，只是說講真的，我也不會因此去限制我未來的創作」。
老K也透露對於龍K之戰、地獄梗的態度，「這是我的笑話或這是我對這個藝術的選擇，但我從來沒有阻止任何人去公評這件事情，你們去覺得說我講這些話是錯的，我覺得也沒有關係，可是你沒有理由去說我不能講這個話，講這個話是我的自由，但是我講出來你要罵我或是你要因此而去攻擊我、你要對我這個人有很差的評價，我覺得我都接受，這是每個人的選擇」。
日前白冰冰得知女兒被消費的事情，坦言朋友告訴她這件事情時，「說不震驚、不難過是假的」，她那悶地表示不懂老K「腦子裡到底都存在什麼樣的想法，也許他懷抱著現代進行式的自以為是酷、帥，不擔心他的趣味是建築在別人的痛苦上」。最後，她隔空向對方喊話：「只能勸告他，踏著無辜往生者的血跡，衝向自己的網紅路，這是不智的，若不想修正，未來也請勿再傷害到任何他人。」
噓！留言","白冰冰 批 地獄 梗玩笑 ！ 老 K 再 道歉 解釋 ： 不 會 因此 限制 未來 創作 2021 - 10 - 20 10 : 49  噓 ！ 星 聞   綜合 報導 
 脫口秀 女星 「 龍龍 」 自爆 遭 「 炎 上 BURN 」 班 底 老 K 言語 霸凌 ， 而 老 K 近來 也 被 起底 曾 消費 白冰冰 女兒 命案 ， 當 作 地獄梗 來 開玩笑 。 白冰冰 得知 此 事後 則 譴責 老 K 「 踏著 無辜 往生者 的 血跡 衝 向 自己 的 網紅 路 ， 這 是 不 智 的 」 。 昨 （ 19日 ） 老 K 再次 談起 此事 ， 則 透露 自己 對 這件 事 與 地獄梗 的 看法 。 
 老 K 解釋 ， 那 是 一個 長達 8分鐘 的 諧音 段子 ， 「 那 是 最後 的 一個 笑話 ， 有 一點 地獄可 是 它 其實 也 是 一個 諧音 笑話 ， 就是 我 根本 沒有 要 拿 這件 事 炒作 ， 我 如果 要 是 炒作 我 早 就 就 把 它 放 在 最 前面 ， 或者 是 我 標題 根本 就 可以 下 這個 ， 可是 這個 明明 是 你 要 看到 最後 才 會 看到 的 東西 」 。 
 老 K 接著 強調 ， 「 我 的 創作 過程 中 我 不 喜歡 這個 東西 太 地獄 或 是 因為 這個 東西 太 色 而 不 講 ， 但 並 不 代表 說 我 只 能 講 這個 或 是 我 專門 講 這個 東西 ， 我 只 是 不 去 限制 這個 東西 ， 那一個 笑話 好 不 好 笑 我 覺得 這個 東西 是 很主觀 的 啊 ， 就是 一定 有 人 喜歡 一定 有 人 不 喜歡 」 。 他 透露 其實 上週 直播 時 已 有 向白冰 冰 致歉 ， 「 因為 我 覺得 ， 如果 當事人 都 已經 提出 他 不 開心 或者 是 不 喜歡 ， 覺得 這個 東西 傷害 到 他 ， 那 我 覺得 這個 道歉 是 沒有 什麼 問題 的 ， 只 是 說 講真 的 ， 我 也 不 會 因此 去 限制 我 未來 的 創作 」 。 
 老 K 也 透露 對於 龍 K 之 戰 、 地獄梗 的 態度 ， 「 這 是 我 的 笑話 或 這 是 我 對 這個 藝術 的 選擇 ， 但 我 從來 沒有 阻止 任何 人 去 公評 這件 事情 ， 你們 去 覺得 說 我 講 這些 話 是 錯 的 ， 我 覺得 也 沒有 關係 ， 可是 你 沒有 理 由 去 說 我 不 能 講 這個 話 ， 講 這個 話 是 我 的 自由 ， 但是 我 講出來 你 要 罵 我 或 是 你 要 因此 而 去 攻擊 我 、 你 要 對 我 這個 人 有 很差 的 評價 ， 我 覺得 我 都 接受 ， 這 是 每個 人 的 選擇 」 。 
 日前 白冰冰 得知 女兒 被 消費 的 事情 ， 坦言 朋友 告訴 她 這件 事情 時 ， 「 說 不 震驚 、 不 難 過 是 假 的 」 ， 她 那 悶地 表示 不 懂老 K 「 腦子 裡 到底 都 存在 什麼樣 的 想法 ， 也許 他 懷抱著 現代 進行式 的 自以為是 酷 、 帥 ， 不 擔心 他 的 趣味 是 建築 在 別人 的 痛苦 上 」 。 最後 ， 她 隔空 向 對方 喊話 ： 「 只 能 勸告 他 ， 踏著 無辜 往生者 的 血跡 ， 衝 向 自己 的 網紅 路 ， 這 是 不 智 的 ， 若 不 想 修正 ， 未來 也 請 勿 再 傷害 到 任何 他人 。 」 
 噓 ！ 留言"
才子變渣男、形象秒崩盤！2021震驚全網名人炎上 ...,2021/12/26 15:12,"神回顧／才子變渣男、形象秒崩盤！2021震驚全網名人炎上事件Top 20
2021最炎上話題
2021年將近尾聲，每年回顧一整年大事時，總是會發現名人出包一樁樁，誰曾經失言、誰曾經爆出醜聞、誰是真的能穩到最後？而今年從年初的疫情爆發到年末的力宏事件，你是否每一波大瓜都即時跟上了呢？
今天《DailyView網路溫度計》透過《KEYPO大數據關鍵引擎》，回顧2021年「名人炎上」TOP20大事件，從演藝圈到政治界、YouTuber圈通通有，一起來看看吧！
image source:FB/王力宏 Wang Leehom
TOP10 徐若瑄
王力宏妻子「蕾神」李靚蕾在揭露丈夫罪狀時提到「要你跟她一起騙他老公」、「明知違反法規也要飛奔去找她」，被網友認為是影射徐若瑄，也讓徐一瞬間成為話題人物。
因此，徐若瑄過去好媽媽、好太太、「鋼鐵V」的形象遭到質疑，她三度發聲明否認和王有不尋常關係，要求王出面解釋，連徐若瑄老公也跳出來護妻，強調相信老婆的清白。
",udn.com,才 子 變 渣男 、 形象秒 崩盤 ！ 2021 震驚 全網 名人 炎 上   . . .,"神 回顧 ／ 才 子 變 渣男 、 形象秒 崩盤 ！ 2021 震驚 全網 名人 炎 上 事件 Top  20 
 2021 最 炎 上 話題 
 2021年 將 近 尾聲 ， 每年 回顧 一 整年 大事 時 ， 總是 會 發現 名人 出包 一樁樁 ， 誰 曾經 失言 、 誰 曾經 爆出 醜聞 、 誰 是 真 的 能 穩 到 最後 ？ 而 今年 從 年初 的 疫情 爆發 到 年 末 的 力宏 事件 ， 你 是否 每 一波 大瓜 都 即時 跟 上 了 呢 ？ 
 今天 《 DailyView 網路 溫度計 》 透過 《 KEYPO 大數據 關鍵 引擎 》 ， 回顧 2021年 「 名人 炎 上 」 TOP20 大事件 ， 從 演藝 圈 到 政治界 、 YouTuber 圈 通通 有 ， 一起 來看看 吧 ！ 
 image   source : FB   王力宏  Wang   Leehom  TOP10  徐若瑄 
 王力宏 妻子 「 蕾神 」 李靚蕾 在 揭露 丈夫 罪狀 時 提到 「 要 你 跟 她 一起 騙 他 老公 」 、 「 明知 違反 法規 也 要 飛奔 去 找 她 」 ， 被 網友 認為 是 影射 徐若瑄 ， 也 讓 徐 一瞬間 成為 話題人物 。 
 因此 ， 徐若瑄 過去 好 媽媽 、 好 太太 、 「 鋼鐵 V 」 的 形象 遭到 質疑 ， 她 三度 發聲 明 否認 和 王 有 不 尋常 關係 ， 要求 王 出面 解釋 ， 連 徐若瑄 老公 也 跳出來 護妻 ， 強調 相信 老婆 的 清白 。 
","才子變渣男、形象秒崩盤！2021震驚全網名人炎上 ... 神回顧／才子變渣男、形象秒崩盤！2021震驚全網名人炎上事件Top 20
2021最炎上話題
2021年將近尾聲，每年回顧一整年大事時，總是會發現名人出包一樁樁，誰曾經失言、誰曾經爆出醜聞、誰是真的能穩到最後？而今年從年初的疫情爆發到年末的力宏事件，你是否每一波大瓜都即時跟上了呢？
今天《DailyView網路溫度計》透過《KEYPO大數據關鍵引擎》，回顧2021年「名人炎上」TOP20大事件，從演藝圈到政治界、YouTuber圈通通有，一起來看看吧！
image source:FB/王力宏 Wang Leehom
TOP10 徐若瑄
王力宏妻子「蕾神」李靚蕾在揭露丈夫罪狀時提到「要你跟她一起騙他老公」、「明知違反法規也要飛奔去找她」，被網友認為是影射徐若瑄，也讓徐一瞬間成為話題人物。
因此，徐若瑄過去好媽媽、好太太、「鋼鐵V」的形象遭到質疑，她三度發聲明否認和王有不尋常關係，要求王出面解釋，連徐若瑄老公也跳出來護妻，強調相信老婆的清白。
","才 子 變 渣男 、 形象秒 崩盤 ！ 2021 震驚 全網 名人 炎 上   . . . 神 回顧 ／ 才 子 變 渣男 、 形象秒 崩盤 ！ 2021 震驚 全網 名人 炎 上 事件 Top  20 
 2021 最 炎 上 話題 
 2021年 將 近 尾聲 ， 每年 回顧 一 整年 大事 時 ， 總是 會 發現 名人 出包 一樁樁 ， 誰 曾經 失言 、 誰 曾經 爆出 醜聞 、 誰 是 真 的 能 穩 到 最後 ？ 而 今年 從 年初 的 疫情 爆發 到 年 末 的 力宏 事件 ， 你 是否 每 一波 大瓜 都 即時 跟 上 了 呢 ？ 
 今天 《 DailyView 網路 溫度計 》 透過 《 KEYPO 大數據 關鍵 引擎 》 ， 回顧 2021年 「 名人 炎 上 」 TOP20 大事件 ， 從 演藝 圈 到 政治界 、 YouTuber 圈 通通 有 ， 一起 來看看 吧 ！ 
 image   source : FB   王力宏  Wang   Leehom  TOP10  徐若瑄 
 王力宏 妻子 「 蕾神 」 李靚蕾 在 揭露 丈夫 罪狀 時 提到 「 要 你 跟 她 一起 騙 他 老公 」 、 「 明知 違反 法規 也 要 飛奔 去 找 她 」 ， 被 網友 認為 是 影射 徐若瑄 ， 也 讓 徐 一瞬間 成為 話題人物 。 
 因此 ， 徐若瑄 過去 好 媽媽 、 好 太太 、 「 鋼鐵 V 」 的 形象 遭到 質疑 ， 她 三度 發聲 明 否認 和 王 有 不 尋常 關係 ， 要求 王 出面 解釋 ， 連 徐若瑄 老公 也 跳出來 護妻 ， 強調 相信 老婆 的 清白 。 
"
